Timestamp,In what region do you live?,How long have you been working with Ember?,Grade your knowledge of Javascript,Grade your knowledge of Ember.js,What is your development role?,I use Ember for work:,Choose the option(s) that best describe your employment situation:,What are your preferred server-side languages:,What is your preferred text editor:,Choose the option(s) that best describe your participation in the Ember community:,Which operating system(s) do you use for development?,What other framework(s) do you have experience with?,How many developers are employed at your company?,How many developers at your company work with Ember?,"In one year, how many Ember developers do you plan to employ?",Which version(s) of Ember are in use in your apps?,Which data-access libraries do you use?,"If you use Ember-Data, which version(s) are in use:",What kind of templates do you use in your Ember apps?,What build tools do you use to build your Ember apps?,What do you use to package your app modules?,What do you use for dependency management?,What is the primary language of your server side stack?,Select any of these server-side frameworks you use:,What standards do you follow for HTTP API design?,What tool(s) do you use for HTTP API design/documentation?,What testing framework(s) do you use in your Ember apps?,How old are your Ember applications?,How often do you deploy updated versions of your Ember apps?,What is the primary target platform for your Ember apps?,Who uses your application(s)?,What browser versions do your applications target?,"In one year, what browser versions do you expect to target?",Which of these best describes your use of Ember in production applications?,What is your preferred hosting provider for your Ember apps?,How much is shared between your server-side and client-side app hosting?,Which SCM do you use?,What method do you rely on for search engine indexing?,"How many addons have you written (including private, unpublished libraries)?",How many addons have you published publicly?,Are your addons unit tested?,Are your addons acceptance tested?
2/9/2015 11:30:16,North America,9-12 months,9,7,Developer,All the time,Employee working on product,JavaScript,Vim,"Opened an issue, Attended a meetup / conference",Mac OSX,Angular,20-50,1-10,More,"1.9, 1.10",Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),.NET,MVC (.NET),"JSON-API, Custom design",None,Ember-QUnit,3 -6 months,Monthly,Desktop,Internal users only,"Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9","Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9",An app that is used on a corporate intranet,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,I'm not sure how to do this,I'm not sure how to do this
2/9/2015 11:38:48,Europe,3-6 months,8,6,Developer,All the time,Employee working on product,JavaScript,"Sublime, Atom, brackets",Written a blog post / article,Mac OSX,"Angular, Backbone, React, Meteor, jQuery Mobile",1-10,1-10,The same amount,1.1,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Grunt, Gulp",ES6 transpilation,ember-cli (bower and npm),PHP,Symphony (PHP),JSON-API,Swagger,Ember-QUnit,3 -6 months,Weekly,Desktop & Mobile (fully responsive),"Public Consumers, Business to business consumers","Mobile browsers, Legacy Chrome, Firefox, or Safari, IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari",An app that is used by tens of users,"S3 (with or without CloudFront), Rackspace Cloud, Heroku",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,All,Some
2/9/2015 11:39:32,Europe,< 3 months,1,1,CTO,All the time,Employee working on product,"JavaScript, PHP","Vim, Coda","Opened an issue, Attended a meetup / conference",Mac OSX,sails.js,1-10,1-10,More,1.1,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),JavaScript,Sails.js,JSON-API,API Blueprint,Ember-QUnit,< 3 months,Almost daily,Desktop & Mobile (fully responsive),"Business to business consumers, Internal users only","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9","Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9",An app that is used on a corporate intranet,Divshot,No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/9/2015 11:41:56,Europe,3-6 months,6,5,Developer,Some times,Employee doing consulting/client work,"Python, JavaScript, Java, scala","Sublime, Vim",None of these,Linux/Unix,Angular,More than 100,None,The same amount,1.8,Ember-Data,1.0-beta.8-10,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Ember App Kit, Yeoman, Grunt",I don't know,"Bower, npm, ember-cli (bower and npm)","Scala, Java",,JSON-API,None,Jasmine,6-9 months,Less than once a month,Desktop,Public Consumers,Modern browsers (last two versions),,An app that is used by tens of users,Heroku,Shared hardware,Git,Google's JavaScript execution,0,0,None,None
2/9/2015 11:45:43,Europe,> 24 months,7,7,Developer,Some times,"Employee working on product, Employee doing consulting/client work","Ruby, JavaScript, Rust, Java","Vim, IntelliJ",None of these,"Mac OSX, Linux/Unix","Angular, Backbone, Ionic, Sproutcore",10-20,1-10,The same amount,"1.9, 1.10",Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)","Ruby, Java","Rails (Ruby), Spring (Java)",JSON-API,None,Mocha,12-18 months,Weekly,"Desktop, Mobile, Cordova/Phonegap/Crosswalk","Public Consumers, Consumers and internal users","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8",Mobile browsers,An app that is used by thousands of users,"Self-hosted (dedicated infrastructure), S3 (with or without CloudFront)",Shared data-center,Git,"phantomjs or other pre-rendering, Google's JavaScript execution",1-3,0,All,Some
2/9/2015 11:46:39,North America,< 3 months,5,3,Developer,Some times,Independent consultant,Ruby,Vim,None of these,Linux/Unix,"Backbone, jQuery Mobile",1-10,1-10,The same amount,1.9,Ember-Data,1.0-beta.13,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Ruby,Rails (Ruby),"JSON-API, Custom design",None,"Ember-QUnit, Selenium (Cucumber)",< 3 months,Weekly,Desktop & Mobile (fully responsive),Public Consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",Prototype only,S3 (with or without CloudFront),No shared infrastructure,Git,"Our app is indexable, but I don't know how",0,0,None,None
2/9/2015 11:52:07,Europe,Started on Sproutcore 2 (or before!),9,8,CTO,Some times,"Employee working on product, Independent product developer","JavaScript, .NET, Rust",Sublime,"Opened an issue, Attended a meetup / conference",Mac OSX,,1-10,1-10,The same amount,1.9,Ember-Data,"1.0-beta.11, 1.0-beta.12",Standard Ember Templates (Handlebars/HTMLBars),Make,ES6 transpilation,"Bower, npm, Browserify","JavaScript, .NET","Express (Node), MVC (.NET)",JSON-API,,Mocha,12-18 months,Weekly,Desktop & Mobile (fully responsive),Business to business consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,Heroku,Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/9/2015 11:52:54,North America,12-18 months,7,8,CTO,All the time,Employee doing consulting/client work,"Ruby, JavaScript","Vim, Atom","Maintain a library, Attended a meetup / conference, Given a talk / lecture / class",Mac OSX,Backbone,1-10,1-10,More,1.9,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,3 -6 months,Weekly,"Desktop, Desktop & Mobile (fully responsive)",Business to business consumers,"Mobile browsers, Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"VPS (cloud infrastructure), Heroku, Divshot",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply, Google's JavaScript execution, Our app is indexable, but I don't know how",1-3,1-3,None,Some
2/9/2015 11:53:00,North America,< 3 months,6,1,Developer,Never,Employee doing consulting/client work,JavaScript,"Sublime, Atom",Attended a meetup / conference,Mac OSX,Angular,50-100,None,The same amount,,,,,,,"Bower, npm",JavaScript,"Express (Node), Sails",JSON-API,,We don’t write tests,,,Desktop & Mobile (fully responsive),,"Mobile browsers, Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",,VPS (cloud infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",,,,
2/9/2015 11:54:13,Asia,12-18 months,8,7,Project manager,All the time,Employee working on product,"Python, JavaScript",Emacs,"Opened an issue, Given a talk / lecture / class","Mac OSX, Linux/Unix",,More than 100,1-10,The same amount,1.9,"Ember-Data, Custom Solution",1.0-beta.13,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Python,"Flask (Python), Express (Node)",JSON-API,,We don’t write tests,3 -6 months,Weekly,Desktop,Consumers and internal users,Modern browsers (last two versions),"Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,"VPS (cloud infrastructure), Self-hosted (dedicated infrastructure), Divshot",No shared infrastructure,Git,phantomjs or other pre-rendering,1-3,0,I'm not sure how to do this,I'm not sure how to do this
2/9/2015 12:05:34,Europe,12-18 months,7,7,CTO,All the time,Employee working on product,Ruby,Vim,"Opened an issue, Opened a PR, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class, Organize Belgium meetups",Linux/Unix,jQuery Mobile,1-10,1-10,More,1.8,"Ember-Data, ic-ajax",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Rails asset pipeline, Ember-rails (pre-cli)",ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",Ruby,Rails (Ruby),"JSON-API, Custom design",apipie-rails (https://github.com/Apipie/apipie-rails),Ember-QUnit,12-18 months,Almost daily,Desktop & Mobile (fully responsive),Consumers and internal users,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Heroku,No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,,
2/9/2015 12:19:19,North America,9-12 months,7,8,Student,Some times,Employee working on product,"JavaScript, Java","Vim, Atom","Opened an issue, Opened a PR",Mac OSX,React,1-10,1-10,The same amount,1.9,ic-ajax,,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),server-less app,,JSON-API,None,Ember-QUnit,6-9 months,Haven’t shipped yet / Still developing,Desktop,Public Consumers,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used by tens of users,Self-hosted (dedicated infrastructure),No shared infrastructure,Git,Google's JavaScript execution,1-3,0,None,None
2/9/2015 12:19:32,North America,12-18 months,9,6,CTO,Some times,Employee working on product,"Ruby, Python, JavaScript, PHP, Java",Vim,"Opened an issue, Opened a PR, Attended a meetup / conference, Given a talk / lecture / class",Mac OSX,"Angular, Backbone, jQuery Mobile",20-50,10-20,The same amount,"1.5, 1.6, 1.7, 1.8, 1.9",,,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Grunt",Browserify,"Bower, npm, ember-cli (bower and npm), Browserify","JavaScript, PHP, Java",Express (Node),JSON-API,,,,,,,,,,,,,,0,0,None,None
2/9/2015 12:23:35,Europe,12-18 months,9,6,Developer,All the time,"Employee doing consulting/client work, Independent product developer",Java,WebStorm,Given a talk / lecture / class,Mac OSX,"Angular, Backbone, jQuery Mobile",10-20,1-10,More,1.9,Ember-Data,1.0-beta.13,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Java,Spring (Java),JSON-API,Swagger,"Ember-QUnit, Selenium (Cucumber)",9-12 months,Monthly,Desktop & Mobile (fully responsive),"Public Consumers, Business to business consumers, Consumers and internal users","Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Self-hosted (dedicated infrastructure),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,All,Some
2/9/2015 12:24:35,North America,9-12 months,7,9,Developer,All the time,"Employee working on product, Employee doing consulting/client work, Independent product developer","JavaScript, PHP",Sublime,Given a talk / lecture / class,Mac OSX,jQuery Mobile,1-10,1-10,The same amount,1.1,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,I don't know,ember-cli (bower and npm),"JavaScript, PHP, Parse","Express (Node), CakePHP",JSON-API,None,Ember-QUnit,< 3 months,Monthly,Desktop & Mobile (fully responsive),"Public Consumers, Business to business consumers, Consumers and internal users, Internal users only","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9, IE 8","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"Self-hosted (dedicated infrastructure), Rackspace Cloud",No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply, phantomjs or other pre-rendering",1-3,0,All,All
2/9/2015 12:25:42,North America,9-12 months,7,7,Developer,All the time,Employee working on product,"Python, JavaScript, Java",,Attended a meetup / conference,"Linux/Unix, Windows","Backbone, jQuery Mobile",10-20,1-10,The same amount,"1.6, 1.7, 1.8, 1.9, 1.10, 1.11 Beta","Ember-Data, Ember-Model","1.0-beta.8-10, 1.0-beta.11, 1.0-beta.12, 1.0-beta.13, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Grunt, Gulp",I don't know,"Bower, npm, ember-cli (bower and npm)","Python, JavaScript, Java","Express (Node), Spring (Java)",JSON-API,Swagger,Mocha,18-24 months,Less than once a month,Desktop,"Business to business consumers, Consumers and internal users",,"Mobile browsers, Modern browsers (last two versions), IE 9",An app that is used by thousands of users,"S3 (with or without CloudFront), Rackspace Cloud",Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,I'm not sure how to do this,None
2/9/2015 12:28:24,North America,18-24 months,9,9,Developer,All the time,Employee working on product,JavaScript,"Sublime, WebStorm",None of these,Mac OSX,jQuery Mobile,50-100,1-10,The same amount,1.8,Ember-Data,1.0-beta.8-10,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Java,"Express (Node), Spring (Java)",JSON-API,Swagger,Ember-QUnit,"< 3 months, 3 -6 months, 6-9 months",Almost never,"Desktop, Desktop & Mobile (fully responsive)","Business to business consumers, Consumers and internal users, Internal users only","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,All,All
2/9/2015 12:28:27,North America,6-9 months,7,7,Developer,Some times,"Independent product developer, Independent consultant",PHP,"Sublime, WebStorm",Opened an issue,Mac OSX,"Angular, Backbone, React, Meteor",1-10,1-10,The same amount,"1.9, 1.10, 1.11 Beta",Ember-Data,"1.0-beta.11, 1.0-beta.12, 1.0-beta.13, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",PHP,Laravel (PHP),JSON-API,None,Ember-QUnit,"3 -6 months, 9-12 months",Monthly,Desktop & Mobile (fully responsive),"Public Consumers, Business to business consumers","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), IE 9",An app that is used by thousands of users,S3 (with or without CloudFront),No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",4-6,0,Some,Some
2/9/2015 12:30:26,North America,6-9 months,8,6,Developer,All the time,Employee working on product,"Ruby, JavaScript",Sublime,Attended a meetup / conference,Mac OSX,Backbone,1-10,1-10,More,1.9,Ember-Model,,Standard Ember Templates (Handlebars/HTMLBars),Grunt,,"Bower, npm",Ruby,"Rails (Ruby), Express (Node)",JSON-API,rspec-api-documentation,Mocha,6-9 months,Almost daily,Desktop & Mobile (fully responsive),Public Consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Heroku,Shared data-center,Git,phantomjs or other pre-rendering,0,0,,
2/9/2015 12:30:49,North America,< 3 months,8,3,Developer,Never,Independent consultant,"Ruby, JavaScript",Vim,,Mac OSX,"Backbone, React, Marionette",1-10,None,The same amount,Canary (master),"Ember-Data, ic-ajax",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,"ES6 transpilation, Browserify","npm, ember-cli (bower and npm)",JavaScript,"Rails (Ruby), Hapi.js",JSON-API,None,Ember-QUnit,< 3 months,Haven’t shipped yet / Still developing,,Internal users only,Mobile browsers,"Mobile browsers, Modern browsers (last two versions)",Exploring the idea only,VPS (cloud infrastructure),No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
